"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CZE","FERTILITY","TOT","CHD_WOMAN","A","1999",1.13,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","2000",1.14,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","2001",1.15,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","2002",1.17,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","2003",1.18,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","2004",1.23,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","2005",1.28,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","2006",1.33,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","2007",1.44,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","2008",1.5,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","2009",1.49,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","2010",1.49,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","2011",1.43,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","2012",1.45,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","2013",1.46,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","2014",1.53,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","2015",1.57,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","2016",1.63,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","2017",1.69,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","2018",1.71,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","2019",1.71,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","2020",1.71,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1980",1.55,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1981",1.44,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1982",1.43,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1983",1.38,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1984",1.4,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1985",1.45,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1986",1.48,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1987",1.5,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1988",1.56,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1989",1.62,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1990",1.67,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1991",1.68,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1992",1.76,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1993",1.75,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1994",1.81,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1995",1.81,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1996",1.75,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1997",1.76,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1998",1.73,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1999",1.74,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","2000",1.77,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","2001",1.75,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","2002",1.72,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","2003",1.76,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","2004",1.79,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","2005",1.8,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","2006",1.85,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","2007",1.84,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","2008",1.89,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","2009",1.84,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","2010",1.87,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","2011",1.75,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","2012",1.73,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","2013",1.67,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","2014",1.69,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","2015",1.71,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","2016",1.79,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","2017",1.75,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","2018",1.73,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","2019",1.7,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","2020",1.67,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1980",1.63,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1981",1.65,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1982",1.72,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1983",1.74,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1984",1.7,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1985",1.64,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1986",1.6,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1987",1.59,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1988",1.7,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1989",1.71,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1990",1.79,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1991",1.8,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1992",1.85,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1993",1.81,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1994",1.85,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1995",1.81,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1996",1.76,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1997",1.75,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1998",1.71,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1999",1.73,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","2000",1.73,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","2001",1.73,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","2002",1.72,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","2003",1.76,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","2004",1.8,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","2005",1.8,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","2006",1.84,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","2007",1.83,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","2008",1.85,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","2009",1.86,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","2010",1.87,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","2011",1.83,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","2012",1.8,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","2013",1.75,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","2014",1.71,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","2015",1.65,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","2016",1.57,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","2017",1.49,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","2018",1.41,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","2019",1.35,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","2020",1.37,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1980",1.95,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1981",1.95,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1982",1.91,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1983",1.78,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1984",1.8,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1985",1.81,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1986",1.83,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1987",1.8,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1988",1.81,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1989",1.79,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1990",1.78,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1991",1.77,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1992",1.73,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1993",1.66,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1994",1.66,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1995",1.71,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1996",1.73,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1997",1.73,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1998",1.76,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1999",1.79,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","2000",1.87,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","2001",1.88,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","2002",1.86,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","2003",1.87,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","2004",1.9,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","2005",1.92,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","2006",1.98,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","2007",1.95,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","2008",1.99,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","2009",1.99,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","2010",2.02,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","2011",2,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","2012",1.99,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","2013",1.97,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","2014",1.97,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","2015",1.93,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","2016",1.89,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","2017",1.86,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","2018",1.84,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","2019",1.83,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","2020",1.79,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","2021",1.8,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1980",1.56,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1981",1.53,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1982",1.51,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1983",1.43,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1984",1.39,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1985",1.37,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1986",1.41,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1987",1.43,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1988",1.46,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1989",1.42,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1990",1.45,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1991",1.33,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1992",1.29,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1993",1.28,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1994",1.24,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1995",1.25,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1996",1.32,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1997",1.37,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1998",1.36,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1999",1.36,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2000",1.38,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2001",1.35,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2002",1.34,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2003",1.34,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2004",1.36,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2005",1.34,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2006",1.33,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2007",1.37,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2008",1.38,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2009",1.36,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2010",1.39,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2011",1.39,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2012",1.41,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2013",1.42,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2014",1.47,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2015",1.5,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2016",1.59,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2017",1.57,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2018",1.57,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2019",1.54,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2020",1.53,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1980",2.23,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1981",2.1,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1982",2.03,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1983",1.94,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1984",1.82,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1985",1.68,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1986",1.6,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1987",1.5,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1988",1.5,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1989",1.4,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1990",1.39,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1991",1.37,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1992",1.36,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1993",1.32,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1994",1.33,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1995",1.28,
