"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ESP","FAMPUBEXP","TOT","PC_GDP","A","1986",0.21,
"ESP","FAMPUBEXP","TOT","PC_GDP","A","1987",0.177,
"ESP","FAMPUBEXP","TOT","PC_GDP","A","1988",0.162,
"ESP","FAMPUBEXP","TOT","PC_GDP","A","1989",0.15,
"ESP","FAMPUBEXP","TOT","PC_GDP","A","1990",0.311,
"ESP","FAMPUBEXP","TOT","PC_GDP","A","1991",0.296,
"ESP","FAMPUBEXP","TOT","PC_GDP","A","1992",0.391,
"ESP","FAMPUBEXP","TOT","PC_GDP","A","1993",0.413,
"ESP","FAMPUBEXP","TOT","PC_GDP","A","1994",0.401,
"ESP","FAMPUBEXP","TOT","PC_GDP","A","1995",0.403,
"ESP","FAMPUBEXP","TOT","PC_GDP","A","1996",0.472,
"ESP","FAMPUBEXP","TOT","PC_GDP","A","1997",0.455,
"ESP","FAMPUBEXP","TOT","PC_GDP","A","1998",0.802,
"ESP","FAMPUBEXP","TOT","PC_GDP","A","1999",0.79,
"ESP","FAMPUBEXP","TOT","PC_GDP","A","2000",0.942,
"ESP","FAMPUBEXP","TOT","PC_GDP","A","2001",0.892,
"ESP","FAMPUBEXP","TOT","PC_GDP","A","2002",0.905,
"ESP","FAMPUBEXP","TOT","PC_GDP","A","2003",1.053,
"ESP","FAMPUBEXP","TOT","PC_GDP","A","2004",1.082,
"ESP","FAMPUBEXP","TOT","PC_GDP","A","2005",1.159,
"ESP","FAMPUBEXP","TOT","PC_GDP","A","2006",1.181,
"ESP","FAMPUBEXP","TOT","PC_GDP","A","2007",1.228,
"ESP","FAMPUBEXP","TOT","PC_GDP","A","2008",1.332,
"ESP","FAMPUBEXP","TOT","PC_GDP","A","2009",1.487,
"ESP","FAMPUBEXP","TOT","PC_GDP","A","2010",1.425,
"ESP","FAMPUBEXP","TOT","PC_GDP","A","2011",1.341,
"ESP","FAMPUBEXP","TOT","PC_GDP","A","2012",1.305,
"ESP","FAMPUBEXP","TOT","PC_GDP","A","2013",1.312,
"ESP","FAMPUBEXP","TOT","PC_GDP","A","2014",1.276,
"ESP","FAMPUBEXP","TOT","PC_GDP","A","2015",1.238,
"ESP","FAMPUBEXP","TOT","PC_GDP","A","2016",1.207,
"ESP","FAMPUBEXP","TOT","PC_GDP","A","2017",1.205,
"ESP","FAMPUBEXP","TOT","PC_GDP","A","2018",1.224,
"ESP","FAMPUBEXP","TOT","PC_GDP","A","2019",1.274,
"KOR","FAMPUBEXP","TOT","PC_GDP","A","1990",0.03,
"KOR","FAMPUBEXP","TOT","PC_GDP","A","1991",0.037,
"KOR","FAMPUBEXP","TOT","PC_GDP","A","1992",0.04,
"KOR","FAMPUBEXP","TOT","PC_GDP","A","1993",0.049,
"KOR","FAMPUBEXP","TOT","PC_GDP","A","1994",0.05,
"KOR","FAMPUBEXP","TOT","PC_GDP","A","1995",0.06,
"KOR","FAMPUBEXP","TOT","PC_GDP","A","1996",0.069,
"KOR","FAMPUBEXP","TOT","PC_GDP","A","1997",0.079,
"KOR","FAMPUBEXP","TOT","PC_GDP","A","1998",0.102,
"KOR","FAMPUBEXP","TOT","PC_GDP","A","1999",0.09,
"KOR","FAMPUBEXP","TOT","PC_GDP","A","2000",0.102,
"KOR","FAMPUBEXP","TOT","PC_GDP","A","2001",0.133,
"KOR","FAMPUBEXP","TOT","PC_GDP","A","2002",0.13,
"KOR","FAMPUBEXP","TOT","PC_GDP","A","2003",0.151,
"KOR","FAMPUBEXP","TOT","PC_GDP","A","2004",0.182,
"KOR","FAMPUBEXP","TOT","PC_GDP","A","2005",0.223,
"KOR","FAMPUBEXP","TOT","PC_GDP","A","2006",0.473,
"KOR","FAMPUBEXP","TOT","PC_GDP","A","2007",0.417,
"KOR","FAMPUBEXP","TOT","PC_GDP","A","2008",0.541,
"KOR","FAMPUBEXP","TOT","PC_GDP","A","2009",0.649,
"KOR","FAMPUBEXP","TOT","PC_GDP","A","2010",0.669,
"KOR","FAMPUBEXP","TOT","PC_GDP","A","2011",0.673,
"KOR","FAMPUBEXP","TOT","PC_GDP","A","2012",0.833,
"KOR","FAMPUBEXP","TOT","PC_GDP","A","2013",1.143,
"KOR","FAMPUBEXP","TOT","PC_GDP","A","2014",1.123,
"KOR","FAMPUBEXP","TOT","PC_GDP","A","2015",1.127,
"KOR","FAMPUBEXP","TOT","PC_GDP","A","2016",1.102,
"KOR","FAMPUBEXP","TOT","PC_GDP","A","2017",1.103,
"KOR","FAMPUBEXP","TOT","PC_GDP","A","2018",1.18,
"KOR","FAMPUBEXP","TOT","PC_GDP","A","2019",1.374,
"KOR","FAMPUBEXP","TOT","PC_GDP","A","2020",1.547,
"SWE","FAMPUBEXP","TOT","PC_GDP","A","1980",3.463,
"SWE","FAMPUBEXP","TOT","PC_GDP","A","1981",3.585,
"SWE","FAMPUBEXP","TOT","PC_GDP","A","1982",3.393,
"SWE","FAMPUBEXP","TOT","PC_GDP","A","1983",3.538,
"SWE","FAMPUBEXP","TOT","PC_GDP","A","1984",3.444,
"SWE","FAMPUBEXP","TOT","PC_GDP","A","1985",3.655,
"SWE","FAMPUBEXP","TOT","PC_GDP","A","1986",3.672,
"SWE","FAMPUBEXP","TOT","PC_GDP","A","1987",3.74,
"SWE","FAMPUBEXP","TOT","PC_GDP","A","1988",3.75,
"SWE","FAMPUBEXP","TOT","PC_GDP","A","1989",3.635,
"SWE","FAMPUBEXP","TOT","PC_GDP","A","1990",3.976,
"SWE","FAMPUBEXP","TOT","PC_GDP","A","1991",4.337,
"SWE","FAMPUBEXP","TOT","PC_GDP","A","1992",4.392,
"SWE","FAMPUBEXP","TOT","PC_GDP","A","1993",4.165,
"SWE","FAMPUBEXP","TOT","PC_GDP","A","1994",4.088,
"SWE","FAMPUBEXP","TOT","PC_GDP","A","1995",3.58,
"SWE","FAMPUBEXP","TOT","PC_GDP","A","1996",3.306,
"SWE","FAMPUBEXP","TOT","PC_GDP","A","1997",3.084,
"SWE","FAMPUBEXP","TOT","PC_GDP","A","1998",3.075,
"SWE","FAMPUBEXP","TOT","PC_GDP","A","1999",3.005,
"SWE","FAMPUBEXP","TOT","PC_GDP","A","2000",2.775,
"SWE","FAMPUBEXP","TOT","PC_GDP","A","2001",2.909,
"SWE","FAMPUBEXP","TOT","PC_GDP","A","2002",3.057,
"SWE","FAMPUBEXP","TOT","PC_GDP","A","2003",3.111,
"SWE","FAMPUBEXP","TOT","PC_GDP","A","2004",3.1,
"SWE","FAMPUBEXP","TOT","PC_GDP","A","2005",3.129,
"SWE","FAMPUBEXP","TOT","PC_GDP","A","2006",3.217,
"SWE","FAMPUBEXP","TOT","PC_GDP","A","2007",3.175,
"SWE","FAMPUBEXP","TOT","PC_GDP","A","2008",3.302,
"SWE","FAMPUBEXP","TOT","PC_GDP","A","2009",3.481,
"SWE","FAMPUBEXP","TOT","PC_GDP","A","2010",3.374,
"SWE","FAMPUBEXP","TOT","PC_GDP","A","2011",3.372,
"SWE","FAMPUBEXP","TOT","PC_GDP","A","2012",3.492,
"SWE","FAMPUBEXP","TOT","PC_GDP","A","2013",3.544,
"SWE","FAMPUBEXP","TOT","PC_GDP","A","2014",3.54,
"SWE","FAMPUBEXP","TOT","PC_GDP","A","2015",3.457,
"SWE","FAMPUBEXP","TOT","PC_GDP","A","2016",3.495,
"SWE","FAMPUBEXP","TOT","PC_GDP","A","2017",3.384,
"SWE","FAMPUBEXP","TOT","PC_GDP","A","2018",3.464,
"SWE","FAMPUBEXP","TOT","PC_GDP","A","2019",3.421,
"DNK","FAMPUBEXP","TOT","PC_GDP","A","1980",2.737,
"DNK","FAMPUBEXP","TOT","PC_GDP","A","1981",2.813,
"DNK","FAMPUBEXP","TOT","PC_GDP","A","1982",2.789,
"DNK","FAMPUBEXP","TOT","PC_GDP","A","1983",2.617,
"DNK","FAMPUBEXP","TOT","PC_GDP","A","1984",2.552,
"DNK","FAMPUBEXP","TOT","PC_GDP","A","1985",2.536,
"DNK","FAMPUBEXP","TOT","PC_GDP","A","1986",2.52,
"DNK","FAMPUBEXP","TOT","PC_GDP","A","1987",2.89,
"DNK","FAMPUBEXP","TOT","PC_GDP","A","1988",3.181,
"DNK","FAMPUBEXP","TOT","PC_GDP","A","1989",3.146,
"DNK","FAMPUBEXP","TOT","PC_GDP","A","1990",3.193,
"DNK","FAMPUBEXP","TOT","PC_GDP","A","1991",3.26,
"DNK","FAMPUBEXP","TOT","PC_GDP","A","1992",3.35,
"DNK","FAMPUBEXP","TOT","PC_GDP","A","1993",3.55,
"DNK","FAMPUBEXP","TOT","PC_GDP","A","1994",3.819,
"DNK","FAMPUBEXP","TOT","PC_GDP","A","1995",3.775,
"DNK","FAMPUBEXP","TOT","PC_GDP","A","1996",3.708,
"DNK","FAMPUBEXP","TOT","PC_GDP","A","1997",3.636,
"DNK","FAMPUBEXP","TOT","PC_GDP","A","1998",3.466,
"DNK","FAMPUBEXP","TOT","PC_GDP","A","1999",3.483,
"DNK","FAMPUBEXP","TOT","PC_GDP","A","2000",3.395,
"DNK","FAMPUBEXP","TOT","PC_GDP","A","2001",3.463,
"DNK","FAMPUBEXP","TOT","PC_GDP","A","2002",3.556,
"DNK","FAMPUBEXP","TOT","PC_GDP","A","2003",3.671,
"DNK","FAMPUBEXP","TOT","PC_GDP","A","2004",3.575,
"DNK","FAMPUBEXP","TOT","PC_GDP","A","2005",3.5,
"DNK","FAMPUBEXP","TOT","PC_GDP","A","2006",3.454,
"DNK","FAMPUBEXP","TOT","PC_GDP","A","2007",3.675,
"DNK","FAMPUBEXP","TOT","PC_GDP","A","2008",3.725,
"DNK","FAMPUBEXP","TOT","PC_GDP","A","2009",4.06,
"DNK","FAMPUBEXP","TOT","PC_GDP","A","2010",3.893,
"DNK","FAMPUBEXP","TOT","PC_GDP","A","2011",3.921,
"DNK","FAMPUBEXP","TOT","PC_GDP","A","2012",3.804,
"DNK","FAMPUBEXP","TOT","PC_GDP","A","2013",3.732,
"DNK","FAMPUBEXP","TOT","PC_GDP","A","2014",3.619,
"DNK","FAMPUBEXP","TOT","PC_GDP","A","2015",3.519,
"DNK","FAMPUBEXP","TOT","PC_GDP","A","2016",3.478,
"DNK","FAMPUBEXP","TOT","PC_GDP","A","2017",3.399,
"DNK","FAMPUBEXP","TOT","PC_GDP","A","2018",3.372,
"DNK","FAMPUBEXP","TOT","PC_GDP","A","2019",3.313,
"NOR","FAMPUBEXP","TOT","PC_GDP","A","1980",1.782,
"NOR","FAMPUBEXP","TOT","PC_GDP","A","1985",1.85,
"NOR","FAMPUBEXP","TOT","PC_GDP","A","1988",2.397,
"NOR","FAMPUBEXP","TOT","PC_GDP","A","1989",2.581,
"NOR","FAMPUBEXP","TOT","PC_GDP","A","1990",2.689,
"NOR","FAMPUBEXP","TOT","PC_GDP","A","1991",3.031,
"NOR","FAMPUBEXP","TOT","PC_GDP","A","1992",3.35,
"NOR","FAMPUBEXP","TOT","PC_GDP","A","1993",3.436,
"NOR","FAMPUBEXP","TOT","PC_GDP","A","1994",3.551,
"NOR","FAMPUBEXP","TOT","PC_GDP","A","1995",3.477,
"NOR","FAMPUBEXP","TOT","PC_GDP","A","1996",3.394,
"NOR","FAMPUBEXP","TOT","PC_GDP","A","1997",3.264,
"NOR","FAMPUBEXP","TOT","PC_GDP","A","1998",3.441,
"NOR","FAMPUBEXP","TOT","PC_GDP","A","1999",3.422,
"NOR","FAMPUBEXP","TOT","PC_GDP","A","2000",2.996,
"NOR","FAMPUBEXP","TOT","PC_GDP","A","2001",3.128,
"NOR","FAMPUBEXP","TOT","PC_GDP","A","2002",3.024,
"NOR","FAMPUBEXP","TOT","PC_GDP","A","2003",3.072,
"NOR","FAMPUBEXP","TOT","PC_GDP","A","2004",2.969,
"NOR","FAMPUBEXP","TOT","PC_GDP","A","2005",2.79,
"NOR","FAMPUBEXP","TOT","PC_GDP","A","2006",2.691,
"NOR","FAMPUBEXP","TOT","PC_GDP","A","2007",2.745,
"NOR","FAMPUBEXP","TOT","PC_GDP","A","2008",2.727,
"NOR","FAMPUBEXP","TOT","PC_GDP","A","2009",3.185,
"NOR","FAMPUBEXP","TOT","PC_GDP","A","2010",3.149,
"NOR","FAMPUBEXP","TOT","PC_GDP","A","2011",3.109,
"NOR","FAMPUBEXP","TOT","PC_GDP","A","2012",3.047,
"NOR","FAMPUBEXP","TOT","PC_GDP","A","2013",3.088,
"NOR","FAMPUBEXP","TOT","PC_GDP","A","2014",3.161,
"NOR","FAMPUBEXP","TOT","PC_GDP","A","2015",3.266,
"NOR","FAMPUBEXP","TOT","PC_GDP","A","2016",3.364,
"NOR","FAMPUBEXP","TOT","PC_GDP","A","2017",3.242,
"NOR","FAMPUBEXP","TOT","PC_GDP","A","2018",3.071,
"NOR","FAMPUBEXP","TOT","PC_GDP","A","2019",3.187,
"CHL","FAMPUBEXP","TOT","PC_GDP","A","1987",0.76,
"CHL","FAMPUBEXP","TOT","PC_GDP","A","1988",0.593,
"CHL","FAMPUBEXP","TOT","PC_GDP","A","1989",0.501,
"CHL","FAMPUBEXP","TOT","PC_GDP","A","1990",0.512,
"CHL","FAMPUBEXP","TOT","PC_GDP","A","1991",0.501,
"CHL","FAMPUBEXP","TOT","PC_GDP","A","1992",0.471,
"CHL","FAMPUBEXP","TOT","PC_GDP","A","1993",0.457,
"CHL","FAMPUBEXP","TOT","PC_GDP","A","1994",0.442,
"CHL","FAMPUBEXP","TOT","PC_GDP","A","1995",0.417,
"CHL","FAMPUBEXP","TOT","PC_GDP","A","1996",0.438,
"CHL","FAMPUBEXP","TOT","PC_GDP","A","1997",0.452,
"CHL","FAMPUBEXP","TOT","PC_GDP","A","1998",0.493,
"CHL","FAMPUBEXP","TOT","PC_GDP","A","1999",0.709,
"CHL","FAMPUBEXP","TOT","PC_GDP","A","2000",1.133,
"CHL","FAMPUBEXP","TOT","PC_GDP","A","2001",1.004,
"CHL","FAMPUBEXP","TOT","PC_GDP","A","2002",1.014,
"CHL","FAMPUBEXP","TOT","PC_GDP","A","2003",0.985,
"CHL","FAMPUBEXP","TOT","PC_GDP","A","2004",0.978,
"CHL","FAMPUBEXP","TOT","PC_GDP","A","2005",0.841,
"CHL","FAMPUBEXP","TOT","PC_GDP","A","2006",0.824,
"CHL","FAMPUBEXP","TOT","PC_GDP","A","2007",0.954,
"CHL","FAMPUBEXP","TOT","PC_GDP","A","2008",1.15,
"CHL","FAMPUBEXP","TOT","PC_GDP","A","2009",1.683,
"CHL","FAMPUBEXP","TOT","PC_GDP","A","2010",1.49,
"CHL","FAMPUBEXP","TOT","PC_GDP","A","2011",1.31,
"CHL","FAMPUBEXP","TOT","PC_GDP","A","2012",1.367,
"CHL","FAMPUBEXP","TOT","PC_GDP","A","2013",1.415,
"CHL","FAMPUBEXP","TOT","PC_GDP","A","2014",1.533,
"CHL","FAMPUBEXP","TOT","PC_GDP","A","2015",1.712,
"CHL","FAMPUBEXP","TOT","PC_GDP","A","2016",1.794,
"CHL","FAMPUBEXP","TOT","PC_GDP","A","2017",1.776,
"CHL","FAMPUBEXP","TOT","PC_GDP","A","2018",1.74,
"CHL","FAMPUBEXP","TOT","PC_GDP","A","2019",1.744,
"CHL","FAMPUBEXP","TOT","PC_GDP","A","2020",3.232,
"CHL","FAMPUBEXP","TOT","PC_GDP","A","2021",8.155,
"IRL","FAMPUBEXP","TOT","PC_GDP","A","1980",1.053,
"IRL","FAMPUBEXP","TOT","PC_GDP","A","1981",1.136,
"IRL","FAMPUBEXP","TOT","PC_GDP","A","1982",1.415,
"IRL","FAMPUBEXP","TOT","PC_GDP","A","1983",1.445,
"IRL","FAMPUBEXP","TOT","PC_GDP","A","1984",1.403,
"IRL","FAMPUBEXP","TOT","PC_GDP","A","1985",1.378,
"IRL","FAMPUBEXP","TOT","PC_GDP","A","1986",1.525,
"IRL","FAMPUBEXP","TOT","PC_GDP","A","1987",1.543,
"IRL","FAMPUBEXP","TOT","PC_GDP","A","1988",1.45,
"IRL","FAMPUBEXP","TOT","PC_GDP","A","1989",1.34,
"IRL","FAMPUBEXP","TOT","PC_GDP","A","1990",1.915,
"IRL","FAMPUBEXP","TOT","PC_GDP","A","1991",2.017,
"IRL","FAMPUBEXP","TOT","PC_GDP","A","1992",2.098,
"IRL","FAMPUBEXP","TOT","PC_GDP","A","1993",2.079,
"IRL","FAMPUBEXP","TOT","PC_GDP","A","1994",2.148,
"IRL","FAMPUBEXP","TOT","PC_GDP","A","1995",2.084,
"IRL","FAMPUBEXP","TOT","PC_GDP","A","1996",2.158,
"IRL","FAMPUBEXP","TOT","PC_GDP","A","1997",2.066,
"IRL","FAMPUBEXP","TOT","PC_GDP","A","1998",2.096,
"IRL","FAMPUBEXP","TOT","PC_GDP","A","1999",2.052,
"IRL","FAMPUBEXP","TOT","PC_GDP","A","2000",1.95,
"IRL","FAMPUBEXP","TOT","PC_GDP","A","2001",2.192,
"IRL","FAMPUBEXP","TOT","PC_GDP","A","2002",2.545,
"IRL","FAMPUBEXP","TOT","PC_GDP","A","2003",2.66,
"IRL","FAMPUBEXP","TOT","PC_GDP","A","2004",2.637,
"IRL","FAMPUBEXP","TOT","PC_GDP","A","2005",2.555,
"IRL","FAMPUBEXP","TOT","PC_GDP","A","2006",2.593,
"IRL","FAMPUBEXP","TOT","PC_GDP","A","2007",2.703,
"IRL","FAMPUBEXP","TOT","PC_GDP","A","2008",3.182,
"IRL","FAMPUBEXP","TOT","PC_GDP","A","2009",3.686,
"IRL","FAMPUBEXP","TOT","PC_GDP","A","2010",3.429,
"IRL","FAMPUBEXP","TOT","PC_GDP","A","2011",3.232,
"IRL","FAMPUBEXP","TOT","PC_GDP","A","2012",3.16,
"IRL","FAMPUBEXP","TOT","PC_GDP","A","2013",2.931,
"IRL","FAMPUBEXP","TOT","PC_GDP","A","2014",2.659,
"IRL","FAMPUBEXP","TOT","PC_GDP","A","2015",1.994,
"IRL","FAMPUBEXP","TOT","PC_GDP","A","2016",1.963,
"IRL","FAMPUBEXP","TOT","PC_GDP","A","2017",1.849,
"IRL","FAMPUBEXP","TOT","PC_GDP","A","2018",1.741,
"IRL","FAMPUBEXP","TOT","PC_GDP","A","2019",1.635,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1980",0.767,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1981",0.707,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1982",0.638,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1983",0.651,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1984",0.62,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1985",0.604,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1986",0.429,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1987",0.43,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1988",0.435,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1989",0.433,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1990",0.456,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1991",0.566,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1992",0.573,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1993",0.59,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1994",0.585,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1995",0.591,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1996",0.543,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1997",0.408,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1998",0.789,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1999",0.779,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2000",0.792,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2001",0.831,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2002",0.846,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2003",0.797,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2004",0.745,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2005",0.706,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2006",0.709,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2007",0.702,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2008",0.701,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2009",0.736,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2010",0.75,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2011",0.719,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2012",0.684,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2013",0.666,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2014",0.644,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2015",0.643,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2016",0.64,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2017",0.631,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2018",0.621,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2019",0.619,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2020",0.667,
"EST","FAMPUBEXP","TOT","PC_GDP","A","1999",1.738,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2000",1.746,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2001",1.604,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2002",1.575,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2003",1.423,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2004",1.838,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2005",1.738,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2006",1.682,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2007",1.611,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2008",2.103,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2009",2.56,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2010",2.557,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2011",2.231,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2012",2.039,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2013",1.914,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2014",2.293,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2015",2.786,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2016",2.902,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2017",2.825,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2018",3.119,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2019",3.21,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","1990",2.259,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","1991",2.477,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","1992",2.403,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","1993",2.004,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","1994",1.966,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","1995",1.843,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","1996",1.717,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","1997",1.652,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","1998",1.815,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","1999",1.818,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2000",1.768,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2001",1.699,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2002",1.748,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2003",1.667,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2004",1.732,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2005",1.982,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2006",1.928,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2007",2.16,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2008",2.224,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2009",2.34,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2010",2.288,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2011",2.116,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2012",2.188,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2013",2.181,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2014",2.078,
