"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BEL","SOCEXP","PUB","PC_GDP","A","1989",24.262,
"BEL","SOCEXP","PUB","PC_GDP","A","1990",24.57,
"BEL","SOCEXP","PUB","PC_GDP","A","1991",25.335,
"BEL","SOCEXP","PUB","PC_GDP","A","1992",24.346,
"BEL","SOCEXP","PUB","PC_GDP","A","1993",25.4,
"BEL","SOCEXP","PUB","PC_GDP","A","1994",24.801,
"BEL","SOCEXP","PUB","PC_GDP","A","1995",25.304,
"BEL","SOCEXP","PUB","PC_GDP","A","1996",25.935,
"BEL","SOCEXP","PUB","PC_GDP","A","1997",24.929,
"BEL","SOCEXP","PUB","PC_GDP","A","1998",24.929,
"BEL","SOCEXP","PUB","PC_GDP","A","1999",24.73,
"BEL","SOCEXP","PUB","PC_GDP","A","2000",23.655,
"BEL","SOCEXP","PUB","PC_GDP","A","2001",24.123,
"BEL","SOCEXP","PUB","PC_GDP","A","2002",24.504,
"BEL","SOCEXP","PUB","PC_GDP","A","2003",25.061,
"BEL","SOCEXP","PUB","PC_GDP","A","2004",24.826,
"BEL","SOCEXP","PUB","PC_GDP","A","2005",24.685,
"BEL","SOCEXP","PUB","PC_GDP","A","2006",24.595,
"BEL","SOCEXP","PUB","PC_GDP","A","2007",24.339,
"BEL","SOCEXP","PUB","PC_GDP","A","2008",25.745,
"BEL","SOCEXP","PUB","PC_GDP","A","2009",27.979,
"BEL","SOCEXP","PUB","PC_GDP","A","2010",27.666,
"BEL","SOCEXP","PUB","PC_GDP","A","2011",28.101,
"BEL","SOCEXP","PUB","PC_GDP","A","2012",27.962,
"BEL","SOCEXP","PUB","PC_GDP","A","2013",28.34,
"BEL","SOCEXP","PUB","PC_GDP","A","2014",28.394,
"BEL","SOCEXP","PUB","PC_GDP","A","2015",29.055,
"BEL","SOCEXP","PUB","PC_GDP","A","2016",28.426,
"BEL","SOCEXP","PUB","PC_GDP","A","2017",28.275,
"BEL","SOCEXP","PUB","PC_GDP","A","2018",28.355,
"BEL","SOCEXP","PUB","PC_GDP","A","2019",28.218,
"BEL","SOCEXP","PUB","PC_GDP","A","2020",32.28,
"BEL","SOCEXP","PUB","PC_GDP","A","2021",29.705,
"BEL","SOCEXP","PUB","PC_GDP","A","2022",28.965,
"CAN","SOCEXP","PUB","PC_GDP","A","1980",13.148,
"CAN","SOCEXP","PUB","PC_GDP","A","1981",13.622,
"CAN","SOCEXP","PUB","PC_GDP","A","1982",15.918,
"CAN","SOCEXP","PUB","PC_GDP","A","1983",16.088,
"CAN","SOCEXP","PUB","PC_GDP","A","1984",15.789,
"CAN","SOCEXP","PUB","PC_GDP","A","1985",16.262,
"CAN","SOCEXP","PUB","PC_GDP","A","1986",16.202,
"CAN","SOCEXP","PUB","PC_GDP","A","1987",15.924,
"CAN","SOCEXP","PUB","PC_GDP","A","1988",15.726,
"CAN","SOCEXP","PUB","PC_GDP","A","1989",16.091,
"CAN","SOCEXP","PUB","PC_GDP","A","1990",17.391,
"CAN","SOCEXP","PUB","PC_GDP","A","1991",19.612,
"CAN","SOCEXP","PUB","PC_GDP","A","1992",20.261,
"CAN","SOCEXP","PUB","PC_GDP","A","1993",20.198,
"CAN","SOCEXP","PUB","PC_GDP","A","1994",19.111,
"CAN","SOCEXP","PUB","PC_GDP","A","1995",18.209,
"CAN","SOCEXP","PUB","PC_GDP","A","1996",17.405,
"CAN","SOCEXP","PUB","PC_GDP","A","1997",16.786,
"CAN","SOCEXP","PUB","PC_GDP","A","1998",16.87,
"CAN","SOCEXP","PUB","PC_GDP","A","1999",15.883,
"CAN","SOCEXP","PUB","PC_GDP","A","2000",15.592,
"CAN","SOCEXP","PUB","PC_GDP","A","2001",16.02,
"CAN","SOCEXP","PUB","PC_GDP","A","2002",16.029,
"CAN","SOCEXP","PUB","PC_GDP","A","2003",16.099,
"CAN","SOCEXP","PUB","PC_GDP","A","2004",16.098,
"CAN","SOCEXP","PUB","PC_GDP","A","2005",15.953,
"CAN","SOCEXP","PUB","PC_GDP","A","2006",16.346,
"CAN","SOCEXP","PUB","PC_GDP","A","2007",16.264,
"CAN","SOCEXP","PUB","PC_GDP","A","2008",16.352,
"CAN","SOCEXP","PUB","PC_GDP","A","2009",18.085,
"CAN","SOCEXP","PUB","PC_GDP","A","2010",17.6,
"CAN","SOCEXP","PUB","PC_GDP","A","2011",17.093,
"CAN","SOCEXP","PUB","PC_GDP","A","2012",17.222,
"CAN","SOCEXP","PUB","PC_GDP","A","2013",16.986,
"CAN","SOCEXP","PUB","PC_GDP","A","2014",16.913,
"CAN","SOCEXP","PUB","PC_GDP","A","2015",17.934,
"CAN","SOCEXP","PUB","PC_GDP","A","2016",18.296,
"CAN","SOCEXP","PUB","PC_GDP","A","2017",18.029,
"CAN","SOCEXP","PUB","PC_GDP","A","2018",18.004,
"CAN","SOCEXP","PUB","PC_GDP","A","2019",18.784,
"CAN","SOCEXP","PUB","PC_GDP","A","2020",24.972,
"CZE","SOCEXP","PUB","PC_GDP","A","1990",14.025,
"CZE","SOCEXP","PUB","PC_GDP","A","1991",15.077,
"CZE","SOCEXP","PUB","PC_GDP","A","1992",15.349,
"CZE","SOCEXP","PUB","PC_GDP","A","1993",15.616,
"CZE","SOCEXP","PUB","PC_GDP","A","1994",15.699,
"CZE","SOCEXP","PUB","PC_GDP","A","1995",15.965,
"CZE","SOCEXP","PUB","PC_GDP","A","1996",15.982,
"CZE","SOCEXP","PUB","PC_GDP","A","1997",16.724,
"CZE","SOCEXP","PUB","PC_GDP","A","1998",17.055,
"CZE","SOCEXP","PUB","PC_GDP","A","1999",17.698,
"CZE","SOCEXP","PUB","PC_GDP","A","2000",17.859,
"CZE","SOCEXP","PUB","PC_GDP","A","2001",17.807,
"CZE","SOCEXP","PUB","PC_GDP","A","2002",18.545,
"CZE","SOCEXP","PUB","PC_GDP","A","2003",18.679,
"CZE","SOCEXP","PUB","PC_GDP","A","2004",17.842,
"CZE","SOCEXP","PUB","PC_GDP","A","2005",17.904,
"CZE","SOCEXP","PUB","PC_GDP","A","2006",17.573,
"CZE","SOCEXP","PUB","PC_GDP","A","2007",17.357,
"CZE","SOCEXP","PUB","PC_GDP","A","2008",17.658,
"CZE","SOCEXP","PUB","PC_GDP","A","2009",19.933,
"CZE","SOCEXP","PUB","PC_GDP","A","2010",19.503,
"CZE","SOCEXP","PUB","PC_GDP","A","2011",19.555,
"CZE","SOCEXP","PUB","PC_GDP","A","2012",19.858,
"CZE","SOCEXP","PUB","PC_GDP","A","2013",20.657,
"CZE","SOCEXP","PUB","PC_GDP","A","2014",20.063,
"CZE","SOCEXP","PUB","PC_GDP","A","2015",19.257,
"CZE","SOCEXP","PUB","PC_GDP","A","2016",18.864,
"CZE","SOCEXP","PUB","PC_GDP","A","2017",18.922,
"CZE","SOCEXP","PUB","PC_GDP","A","2018",19.095,
"CZE","SOCEXP","PUB","PC_GDP","A","2019",19.459,
"CZE","SOCEXP","PUB","PC_GDP","A","2020",22.619,
"CZE","SOCEXP","PUB","PC_GDP","A","2021",22.496,
"CZE","SOCEXP","PUB","PC_GDP","A","2022",22.012,
"DNK","SOCEXP","PUB","PC_GDP","A","1980",20.259,
"DNK","SOCEXP","PUB","PC_GDP","A","1981",20.131,
"DNK","SOCEXP","PUB","PC_GDP","A","1982",19.967,
"DNK","SOCEXP","PUB","PC_GDP","A","1983",20.066,
"DNK","SOCEXP","PUB","PC_GDP","A","1984",19.233,
"DNK","SOCEXP","PUB","PC_GDP","A","1985",19.159,
"DNK","SOCEXP","PUB","PC_GDP","A","1986",19.673,
"DNK","SOCEXP","PUB","PC_GDP","A","1987",20.478,
"DNK","SOCEXP","PUB","PC_GDP","A","1988",21.48,
"DNK","SOCEXP","PUB","PC_GDP","A","1989",21.474,
"DNK","SOCEXP","PUB","PC_GDP","A","1990",21.949,
"DNK","SOCEXP","PUB","PC_GDP","A","1991",22.404,
"DNK","SOCEXP","PUB","PC_GDP","A","1992",22.6,
"DNK","SOCEXP","PUB","PC_GDP","A","1993",23.791,
"DNK","SOCEXP","PUB","PC_GDP","A","1994",25.424,
"DNK","SOCEXP","PUB","PC_GDP","A","1995",25.513,
"DNK","SOCEXP","PUB","PC_GDP","A","1996",24.946,
"DNK","SOCEXP","PUB","PC_GDP","A","1997",24.156,
"DNK","SOCEXP","PUB","PC_GDP","A","1998",23.741,
"DNK","SOCEXP","PUB","PC_GDP","A","1999",24.547,
"DNK","SOCEXP","PUB","PC_GDP","A","2000",23.765,
"DNK","SOCEXP","PUB","PC_GDP","A","2001",24.29,
"DNK","SOCEXP","PUB","PC_GDP","A","2002",24.804,
"DNK","SOCEXP","PUB","PC_GDP","A","2003",25.328,
"DNK","SOCEXP","PUB","PC_GDP","A","2004",25.119,
"DNK","SOCEXP","PUB","PC_GDP","A","2005",25.195,
"DNK","SOCEXP","PUB","PC_GDP","A","2006",24.961,
"DNK","SOCEXP","PUB","PC_GDP","A","2007",25.912,
"DNK","SOCEXP","PUB","PC_GDP","A","2008",26.324,
"DNK","SOCEXP","PUB","PC_GDP","A","2009",29.282,
"DNK","SOCEXP","PUB","PC_GDP","A","2010",29.908,
"DNK","SOCEXP","PUB","PC_GDP","A","2011",30.022,
"DNK","SOCEXP","PUB","PC_GDP","A","2012",30.204,
"DNK","SOCEXP","PUB","PC_GDP","A","2013",30.047,
"DNK","SOCEXP","PUB","PC_GDP","A","2014",30.019,
"DNK","SOCEXP","PUB","PC_GDP","A","2015",29.975,
"DNK","SOCEXP","PUB","PC_GDP","A","2016",29.429,
"DNK","SOCEXP","PUB","PC_GDP","A","2017",28.979,
"DNK","SOCEXP","PUB","PC_GDP","A","2018",28.534,
"DNK","SOCEXP","PUB","PC_GDP","A","2019",28.436,
"DNK","SOCEXP","PUB","PC_GDP","A","2020",29.347,
"DNK","SOCEXP","PUB","PC_GDP","A","2021",28.273,
"DNK","SOCEXP","PUB","PC_GDP","A","2022",26.164,
"FIN","SOCEXP","PUB","PC_GDP","A","1980",17.755,
"FIN","SOCEXP","PUB","PC_GDP","A","1981",17.894,
"FIN","SOCEXP","PUB","PC_GDP","A","1982",18.924,
"FIN","SOCEXP","PUB","PC_GDP","A","1983",19.832,
"FIN","SOCEXP","PUB","PC_GDP","A","1984",20.626,
"FIN","SOCEXP","PUB","PC_GDP","A","1985",21.678,
"FIN","SOCEXP","PUB","PC_GDP","A","1986",22.122,
"FIN","SOCEXP","PUB","PC_GDP","A","1987",22.756,
"FIN","SOCEXP","PUB","PC_GDP","A","1988",22.086,
"FIN","SOCEXP","PUB","PC_GDP","A","1989",21.815,
"FIN","SOCEXP","PUB","PC_GDP","A","1990",23.331,
"FIN","SOCEXP","PUB","PC_GDP","A","1991",28.248,
"FIN","SOCEXP","PUB","PC_GDP","A","1992",32.199,
"FIN","SOCEXP","PUB","PC_GDP","A","1993",32.279,
"FIN","SOCEXP","PUB","PC_GDP","A","1994",31.573,
"FIN","SOCEXP","PUB","PC_GDP","A","1995",28.904,
"FIN","SOCEXP","PUB","PC_GDP","A","1996",28.732,
"FIN","SOCEXP","PUB","PC_GDP","A","1997",26.608,
"FIN","SOCEXP","PUB","PC_GDP","A","1998",24.509,
"FIN","SOCEXP","PUB","PC_GDP","A","1999",23.844,
"FIN","SOCEXP","PUB","PC_GDP","A","2000",22.691,
"FIN","SOCEXP","PUB","PC_GDP","A","2001",22.512,
"FIN","SOCEXP","PUB","PC_GDP","A","2002",23.235,
"FIN","SOCEXP","PUB","PC_GDP","A","2003",23.885,
"FIN","SOCEXP","PUB","PC_GDP","A","2004",23.993,
"FIN","SOCEXP","PUB","PC_GDP","A","2005",23.961,
"FIN","SOCEXP","PUB","PC_GDP","A","2006",23.776,
"FIN","SOCEXP","PUB","PC_GDP","A","2007",22.869,
"FIN","SOCEXP","PUB","PC_GDP","A","2008",23.362,
"FIN","SOCEXP","PUB","PC_GDP","A","2009",26.949,
"FIN","SOCEXP","PUB","PC_GDP","A","2010",27.412,
"FIN","SOCEXP","PUB","PC_GDP","A","2011",27.071,
"FIN","SOCEXP","PUB","PC_GDP","A","2012",28.33,
"FIN","SOCEXP","PUB","PC_GDP","A","2013",29.438,
"FIN","SOCEXP","PUB","PC_GDP","A","2014",30.174,
"FIN","SOCEXP","PUB","PC_GDP","A","2015",30.528,
"FIN","SOCEXP","PUB","PC_GDP","A","2016",30.441,
"FIN","SOCEXP","PUB","PC_GDP","A","2017",29.574,
"FIN","SOCEXP","PUB","PC_GDP","A","2018",29.353,
"FIN","SOCEXP","PUB","PC_GDP","A","2019",29.419,
"FIN","SOCEXP","PUB","PC_GDP","A","2020",31,
"FIN","SOCEXP","PUB","PC_GDP","A","2021",30.342,
"FIN","SOCEXP","PUB","PC_GDP","A","2022",29.02,
"FRA","SOCEXP","PUB","PC_GDP","A","1980",20.137,
"FRA","SOCEXP","PUB","PC_GDP","A","1981",15.615,
"FRA","SOCEXP","PUB","PC_GDP","A","1982",16.112,
"FRA","SOCEXP","PUB","PC_GDP","A","1983",16.221,
"FRA","SOCEXP","PUB","PC_GDP","A","1984",16.378,
"FRA","SOCEXP","PUB","PC_GDP","A","1985",25.339,
"FRA","SOCEXP","PUB","PC_GDP","A","1986",19.188,
"FRA","SOCEXP","PUB","PC_GDP","A","1987",19.101,
"FRA","SOCEXP","PUB","PC_GDP","A","1988",18.897,
"FRA","SOCEXP","PUB","PC_GDP","A","1989",17.955,
"FRA","SOCEXP","PUB","PC_GDP","A","1990",24.397,
"FRA","SOCEXP","PUB","PC_GDP","A","1991",25.034,
"FRA","SOCEXP","PUB","PC_GDP","A","1992",25.772,
"FRA","SOCEXP","PUB","PC_GDP","A","1993",27.172,
"FRA","SOCEXP","PUB","PC_GDP","A","1994",27.212,
"FRA","SOCEXP","PUB","PC_GDP","A","1995",28.488,
"FRA","SOCEXP","PUB","PC_GDP","A","1996",28.777,
"FRA","SOCEXP","PUB","PC_GDP","A","1997",28.645,
"FRA","SOCEXP","PUB","PC_GDP","A","1998",28.855,
"FRA","SOCEXP","PUB","PC_GDP","A","1999",28.828,
"FRA","SOCEXP","PUB","PC_GDP","A","2000",27.716,
"FRA","SOCEXP","PUB","PC_GDP","A","2001",27.704,
"FRA","SOCEXP","PUB","PC_GDP","A","2002",28.423,
"FRA","SOCEXP","PUB","PC_GDP","A","2003",28.802,
"FRA","SOCEXP","PUB","PC_GDP","A","2004",28.876,
"FRA","SOCEXP","PUB","PC_GDP","A","2005",28.83,
"FRA","SOCEXP","PUB","PC_GDP","A","2006",28.393,
"FRA","SOCEXP","PUB","PC_GDP","A","2007",28.237,
"FRA","SOCEXP","PUB","PC_GDP","A","2008",28.484,
"FRA","SOCEXP","PUB","PC_GDP","A","2009",30.943,
"FRA","SOCEXP","PUB","PC_GDP","A","2010",30.983,
"FRA","SOCEXP","PUB","PC_GDP","A","2011",30.702,
"FRA","SOCEXP","PUB","PC_GDP","A","2012",31.177,
"FRA","SOCEXP","PUB","PC_GDP","A","2013",31.657,
"FRA","SOCEXP","PUB","PC_GDP","A","2014",31.968,
"FRA","SOCEXP","PUB","PC_GDP","A","2015",31.778,
"FRA","SOCEXP","PUB","PC_GDP","A","2016",31.918,
"FRA","SOCEXP","PUB","PC_GDP","A","2017",31.446,
"FRA","SOCEXP","PUB","PC_GDP","A","2018",30.989,
"FRA","SOCEXP","PUB","PC_GDP","A","2019",30.739,
"FRA","SOCEXP","PUB","PC_GDP","A","2020",34.876,
"FRA","SOCEXP","PUB","PC_GDP","A","2021",32.661,
"FRA","SOCEXP","PUB","PC_GDP","A","2022",31.633,
"DEU","SOCEXP","PUB","PC_GDP","A","1980",21.788,
"DEU","SOCEXP","PUB","PC_GDP","A","1981",22.446,
"DEU","SOCEXP","PUB","PC_GDP","A","1982",22.433,
"DEU","SOCEXP","PUB","PC_GDP","A","1983",22.14,
"DEU","SOCEXP","PUB","PC_GDP","A","1984",21.881,
"DEU","SOCEXP","PUB","PC_GDP","A","1985",22.228,
"DEU","SOCEXP","PUB","PC_GDP","A","1986",22.247,
"DEU","SOCEXP","PUB","PC_GDP","A","1987",22.715,
"DEU","SOCEXP","PUB","PC_GDP","A","1988",22.705,
"DEU","SOCEXP","PUB","PC_GDP","A","1989",21.643,
"DEU","SOCEXP","PUB","PC_GDP","A","1990",21.354,
"DEU","SOCEXP","PUB","PC_GDP","A","1991",22.307,
"DEU","SOCEXP","PUB","PC_GDP","A","1992",24.017,
"DEU","SOCEXP","PUB","PC_GDP","A","1993",24.722,
"DEU","SOCEXP","PUB","PC_GDP","A","1994",24.902,
"DEU","SOCEXP","PUB","PC_GDP","A","1995",25.252,
"DEU","SOCEXP","PUB","PC_GDP","A","1996",25.857,
"DEU","SOCEXP","PUB","PC_GDP","A","1997",25.446,
"DEU","SOCEXP","PUB","PC_GDP","A","1998",25.393,
"DEU","SOCEXP","PUB","PC_GDP","A","1999",25.524,
"DEU","SOCEXP","PUB","PC_GDP","A","2000",25.47,
"DEU","SOCEXP","PUB","PC_GDP","A","2001",25.487,
"DEU","SOCEXP","PUB","PC_GDP","A","2002",26.167,
"DEU","SOCEXP","PUB","PC_GDP","A","2003",26.628,
"DEU","SOCEXP","PUB","PC_GDP","A","2004",26.023,
"DEU","SOCEXP","PUB","PC_GDP","A","2005",26.383,
"DEU","SOCEXP","PUB","PC_GDP","A","2006",25.108,
"DEU","SOCEXP","PUB","PC_GDP","A","2007",24.21,
"DEU","SOCEXP","PUB","PC_GDP","A","2008",24.355,
"DEU","SOCEXP","PUB","PC_GDP","A","2009",26.808,
"DEU","SOCEXP","PUB","PC_GDP","A","2010",26.068,
"DEU","SOCEXP","PUB","PC_GDP","A","2011",24.763,
"DEU","SOCEXP","PUB","PC_GDP","A","2012",24.661,
"DEU","SOCEXP","PUB","PC_GDP","A","2013",24.848,
"DEU","SOCEXP","PUB","PC_GDP","A","2014",24.802,
"DEU","SOCEXP","PUB","PC_GDP","A","2015",25.07,
"DEU","SOCEXP","PUB","PC_GDP","A","2016",25.278,
"DEU","SOCEXP","PUB","PC_GDP","A","2017",25.237,
"DEU","SOCEXP","PUB","PC_GDP","A","2018",25.296,
"DEU","SOCEXP","PUB","PC_GDP","A","2019",25.59,
"DEU","SOCEXP","PUB","PC_GDP","A","2020",27.938,
"DEU","SOCEXP","PUB","PC_GDP","A","2021",27.639,
"DEU","SOCEXP","PUB","PC_GDP","A","2022",26.722,
"GRC","SOCEXP","PUB","PC_GDP","A","1980",9.856,
"GRC","SOCEXP","PUB","PC_GDP","A","1981",11.869,
"GRC","SOCEXP","PUB","PC_GDP","A","1982",13.94,
"GRC","SOCEXP","PUB","PC_GDP","A","1983",14.484,
"GRC","SOCEXP","PUB","PC_GDP","A","1984",14.793,
"GRC","SOCEXP","PUB","PC_GDP","A","1985",15.368,
"GRC","SOCEXP","PUB","PC_GDP","A","1986",15.213,
"GRC","SOCEXP","PUB","PC_GDP","A","1987",15.179,
"GRC","SOCEXP","PUB","PC_GDP","A","1988",13.932,
"GRC","SOCEXP","PUB","PC_GDP","A","1989",14.771,
"GRC","SOCEXP","PUB","PC_GDP","A","1990",15.721,
"GRC","SOCEXP","PUB","PC_GDP","A","1991",15.178,
"GRC","SOCEXP","PUB","PC_GDP","A","1992",15.389,
"GRC","SOCEXP","PUB","PC_GDP","A","1993",16.233,
"GRC","SOCEXP","PUB","PC_GDP","A","1994",16.259,
"GRC","SOCEXP","PUB","PC_GDP","A","1995",16.6,
"GRC","SOCEXP","PUB","PC_GDP","A","1996",17.011,
"GRC","SOCEXP","PUB","PC_GDP","A","1997",16.912,
"GRC","SOCEXP","PUB","PC_GDP","A","1998",17.461,
"GRC","SOCEXP","PUB","PC_GDP","A","1999",17.973,
"GRC","SOCEXP","PUB","PC_GDP","A","2000",17.768,
"GRC","SOCEXP","PUB","PC_GDP","A","2001",18.637,
"GRC","SOCEXP","PUB","PC_GDP","A","2002",18.359,
"GRC","SOCEXP","PUB","PC_GDP","A","2003",18.178,
"GRC","SOCEXP","PUB","PC_GDP","A","2004",18.309,
"GRC","SOCEXP","PUB","PC_GDP","A","2005",19.534,
"GRC","SOCEXP","PUB","PC_GDP","A","2006",19.379,
"GRC","SOCEXP","PUB","PC_GDP","A","2007",20.135,
"GRC","SOCEXP","PUB","PC_GDP","A","2008",21.571,
"GRC","SOCEXP","PUB","PC_GDP","A","2009",23.912,
"GRC","SOCEXP","PUB","PC_GDP","A","2010",25.017,
"GRC","SOCEXP","PUB","PC_GDP","A","2011",26.464,
"GRC","SOCEXP","PUB","PC_GDP","A","2012",27.426,
"GRC","SOCEXP","PUB","PC_GDP","A","2013",25.442,
"GRC","SOCEXP","PUB","PC_GDP","A","2014",25.493,
"GRC","SOCEXP","PUB","PC_GDP","A","2015",25.716,
"GRC","SOCEXP","PUB","PC_GDP","A","2016",26.041,
"GRC","SOCEXP","PUB","PC_GDP","A","2017",25.188,
"GRC","SOCEXP","PUB","PC_GDP","A","2018",25.025,
"GRC","SOCEXP","PUB","PC_GDP","A","2019",25.082,
"GRC","SOCEXP","PUB","PC_GDP","A","2020",27.86,
"GRC","SOCEXP","PUB","PC_GDP","A","2021",26.1,
"GRC","SOCEXP","PUB","PC_GDP","A","2022",24.115,
"HUN","SOCEXP","PUB","PC_GDP","A","1999",20.854,
"HUN","SOCEXP","PUB","PC_GDP","A","2000",20.092,
"HUN","SOCEXP","PUB","PC_GDP","A","2001",19.771,
"HUN","SOCEXP","PUB","PC_GDP","A","2002",20.8,
"HUN","SOCEXP","PUB","PC_GDP","A","2003",21.79,
"HUN","SOCEXP","PUB","PC_GDP","A","2004",21.05,
"HUN","SOCEXP","PUB","PC_GDP","A","2005",21.815,
"HUN","SOCEXP","PUB","PC_GDP","A","2006",22.112,
"HUN","SOCEXP","PUB","PC_GDP","A","2007",22.374,
"HUN","SOCEXP","PUB","PC_GDP","A","2008",22.622,
"HUN","SOCEXP","PUB","PC_GDP","A","2009",23.185,
"HUN","SOCEXP","PUB","PC_GDP","A","2010",22.805,
"HUN","SOCEXP","PUB","PC_GDP","A","2011",22.163,
"HUN","SOCEXP","PUB","PC_GDP","A","2012",22.478,
