"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","SOCBENHH","INCASH","PC_GDP","A","1970",3.47022688992371,
"AUS","SOCBENHH","INCASH","PC_GDP","A","1971",3.66346412858041,
"AUS","SOCBENHH","INCASH","PC_GDP","A","1972",4.14483852190843,
"AUS","SOCBENHH","INCASH","PC_GDP","A","1973",4.16984195354693,
"AUS","SOCBENHH","INCASH","PC_GDP","A","1974",5.02694509936005,
"AUS","SOCBENHH","INCASH","PC_GDP","A","1975",5.76011709798558,
"AUS","SOCBENHH","INCASH","PC_GDP","A","1976",6.58600473992765,
"AUS","SOCBENHH","INCASH","PC_GDP","A","1977",7.0342096746559,
"AUS","SOCBENHH","INCASH","PC_GDP","A","1978",6.74941684701603,
"AUS","SOCBENHH","INCASH","PC_GDP","A","1979",6.4444956207145,
"AUS","SOCBENHH","INCASH","PC_GDP","A","1980",6.35415504374594,
"AUS","SOCBENHH","INCASH","PC_GDP","A","1981",6.34268947320535,
"AUS","SOCBENHH","INCASH","PC_GDP","A","1982",7.22137162768597,
"AUS","SOCBENHH","INCASH","PC_GDP","A","1983",7.42685460773853,
"AUS","SOCBENHH","INCASH","PC_GDP","A","1984",7.25077709646188,
"AUS","SOCBENHH","INCASH","PC_GDP","A","1985",7.02287032990623,
"AUS","SOCBENHH","INCASH","PC_GDP","A","1986",6.86632629542455,
"AUS","SOCBENHH","INCASH","PC_GDP","A","1987",6.66142896755708,
"AUS","SOCBENHH","INCASH","PC_GDP","A","1988",6.16080156402737,
"AUS","SOCBENHH","INCASH","PC_GDP","A","1989",6.15629046127084,
"AUS","SOCBENHH","INCASH","PC_GDP","A","1990",7.01304954976646,
"AUS","SOCBENHH","INCASH","PC_GDP","A","1991",7.95626628615438,
"AUS","SOCBENHH","INCASH","PC_GDP","A","1992",8.22335025380711,
"AUS","SOCBENHH","INCASH","PC_GDP","A","1993",8.45975641902101,
"AUS","SOCBENHH","INCASH","PC_GDP","A","1994",8.03711890797318,
"AUS","SOCBENHH","INCASH","PC_GDP","A","1995",8.0729324218041,
"AUS","SOCBENHH","INCASH","PC_GDP","A","1996",8.0687640578627,
"AUS","SOCBENHH","INCASH","PC_GDP","A","1997",7.7117205797495,
"AUS","SOCBENHH","INCASH","PC_GDP","A","1998",7.6348432863203,
"AUS","SOCBENHH","INCASH","PC_GDP","A","1999",7.74646611090975,
"AUS","SOCBENHH","INCASH","PC_GDP","A","2000",8.24704058305606,
"AUS","SOCBENHH","INCASH","PC_GDP","A","2001",8.04686032638744,
"AUS","SOCBENHH","INCASH","PC_GDP","A","2002",7.80185226250601,
"AUS","SOCBENHH","INCASH","PC_GDP","A","2003",8.20939765174498,
"AUS","SOCBENHH","INCASH","PC_GDP","A","2004",7.89155024293835,
"AUS","SOCBENHH","INCASH","PC_GDP","A","2005",7.61804938212281,
"AUS","SOCBENHH","INCASH","PC_GDP","A","2006",7.38143719837836,
"AUS","SOCBENHH","INCASH","PC_GDP","A","2007",7.20559588111127,
"AUS","SOCBENHH","INCASH","PC_GDP","A","2008",8.75647467098404,
"AUS","SOCBENHH","INCASH","PC_GDP","A","2009",7.52566876045328,
"AUS","SOCBENHH","INCASH","PC_GDP","A","2010",7.36828672810196,
"AUS","SOCBENHH","INCASH","PC_GDP","A","2011",7.43372777594096,
"AUS","SOCBENHH","INCASH","PC_GDP","A","2012",7.51364466468554,
"AUS","SOCBENHH","INCASH","PC_GDP","A","2013",7.65177214770202,
"AUS","SOCBENHH","INCASH","PC_GDP","A","2014",7.7490058861397,
"AUS","SOCBENHH","INCASH","PC_GDP","A","2015",7.68833052394575,
"AUS","SOCBENHH","INCASH","PC_GDP","A","2016",7.12906549133855,
"AUS","SOCBENHH","INCASH","PC_GDP","A","2017",6.79016734187726,
"AUS","SOCBENHH","INCASH","PC_GDP","A","2018",6.50565880326495,
"AUS","SOCBENHH","INCASH","PC_GDP","A","2019",7.37454602770134,
"AUS","SOCBENHH","INCASH","PC_GDP","A","2020",7.7951124268717,
"AUS","SOCBENHH","INCASH","PC_GDP","A","2021",6.80223173935959,
"AUT","SOCBENHH","INCASH","PC_GDP","A","1995",19.8756573499331,
"AUT","SOCBENHH","INCASH","PC_GDP","A","1996",19.795593184387,
"AUT","SOCBENHH","INCASH","PC_GDP","A","1997",19.1688741258652,
"AUT","SOCBENHH","INCASH","PC_GDP","A","1998",18.810082842785,
"AUT","SOCBENHH","INCASH","PC_GDP","A","1999",18.8604418000675,
"AUT","SOCBENHH","INCASH","PC_GDP","A","2000",18.6776918003611,
"AUT","SOCBENHH","INCASH","PC_GDP","A","2001",18.573189044983,
"AUT","SOCBENHH","INCASH","PC_GDP","A","2002",18.7918180510289,
"AUT","SOCBENHH","INCASH","PC_GDP","A","2003",19.0177443989855,
"AUT","SOCBENHH","INCASH","PC_GDP","A","2004",18.6915144346405,
"AUT","SOCBENHH","INCASH","PC_GDP","A","2005",18.3083005047761,
"AUT","SOCBENHH","INCASH","PC_GDP","A","2006",17.9569154347185,
"AUT","SOCBENHH","INCASH","PC_GDP","A","2007",17.3881516231699,
"AUT","SOCBENHH","INCASH","PC_GDP","A","2008",17.5804038038832,
"AUT","SOCBENHH","INCASH","PC_GDP","A","2009",19.0351703881927,
"AUT","SOCBENHH","INCASH","PC_GDP","A","2010",19.1872878313184,
"AUT","SOCBENHH","INCASH","PC_GDP","A","2011",18.509463137009,
"AUT","SOCBENHH","INCASH","PC_GDP","A","2012",18.6649278475423,
"AUT","SOCBENHH","INCASH","PC_GDP","A","2013",19.0424784400121,
"AUT","SOCBENHH","INCASH","PC_GDP","A","2014",19.1049079462351,
"AUT","SOCBENHH","INCASH","PC_GDP","A","2015",18.9132877196141,
"AUT","SOCBENHH","INCASH","PC_GDP","A","2016",18.6660811092147,
"AUT","SOCBENHH","INCASH","PC_GDP","A","2017",18.2426816281821,
"AUT","SOCBENHH","INCASH","PC_GDP","A","2018",17.9028727314624,
"AUT","SOCBENHH","INCASH","PC_GDP","A","2019",17.8740343481527,
"AUT","SOCBENHH","INCASH","PC_GDP","A","2020",20.2976738971466,
"AUT","SOCBENHH","INCASH","PC_GDP","A","2021",19.472283388248,
"BEL","SOCBENHH","INCASH","PC_GDP","A","1995",15.6472710463392,
"BEL","SOCBENHH","INCASH","PC_GDP","A","1996",15.8239110053755,
"BEL","SOCBENHH","INCASH","PC_GDP","A","1997",15.596727375765,
"BEL","SOCBENHH","INCASH","PC_GDP","A","1998",15.3247861998643,
"BEL","SOCBENHH","INCASH","PC_GDP","A","1999",14.9777390391387,
"BEL","SOCBENHH","INCASH","PC_GDP","A","2000",14.5222415167699,
"BEL","SOCBENHH","INCASH","PC_GDP","A","2001",14.6745284107396,
"BEL","SOCBENHH","INCASH","PC_GDP","A","2002",15.1747501151851,
"BEL","SOCBENHH","INCASH","PC_GDP","A","2003",15.4170942979415,
"BEL","SOCBENHH","INCASH","PC_GDP","A","2004",15.1689729488979,
"BEL","SOCBENHH","INCASH","PC_GDP","A","2005",15.0554642404663,
"BEL","SOCBENHH","INCASH","PC_GDP","A","2006",14.8478786042814,
"BEL","SOCBENHH","INCASH","PC_GDP","A","2007",14.7847222606207,
"BEL","SOCBENHH","INCASH","PC_GDP","A","2008",15.3711046499562,
"BEL","SOCBENHH","INCASH","PC_GDP","A","2009",16.7970472718205,
"BEL","SOCBENHH","INCASH","PC_GDP","A","2010",16.4449478314292,
"BEL","SOCBENHH","INCASH","PC_GDP","A","2011",16.5430390581321,
"BEL","SOCBENHH","INCASH","PC_GDP","A","2012",16.947640536783,
"BEL","SOCBENHH","INCASH","PC_GDP","A","2013",17.3733710038689,
"BEL","SOCBENHH","INCASH","PC_GDP","A","2014",17.1852687062364,
"BEL","SOCBENHH","INCASH","PC_GDP","A","2015",16.9774807572041,
"BEL","SOCBENHH","INCASH","PC_GDP","A","2016",16.9443131397423,
"BEL","SOCBENHH","INCASH","PC_GDP","A","2017",16.8914690728078,
"BEL","SOCBENHH","INCASH","PC_GDP","A","2018",16.8334236132184,
"BEL","SOCBENHH","INCASH","PC_GDP","A","2019",16.7271777622246,
"BEL","SOCBENHH","INCASH","PC_GDP","A","2020",19.9206743937874,
"BEL","SOCBENHH","INCASH","PC_GDP","A","2021",18.086482573765,
"CAN","SOCBENHH","INCASH","PC_GDP","A","1981",6.90713925040314,
"CAN","SOCBENHH","INCASH","PC_GDP","A","1982",8.45301547473988,
"CAN","SOCBENHH","INCASH","PC_GDP","A","1983",9.03502359274274,
"CAN","SOCBENHH","INCASH","PC_GDP","A","1984",8.95546618295792,
"CAN","SOCBENHH","INCASH","PC_GDP","A","1985",8.94651688808804,
"CAN","SOCBENHH","INCASH","PC_GDP","A","1986",9.06461842280159,
"CAN","SOCBENHH","INCASH","PC_GDP","A","1987",8.89914614441721,
"CAN","SOCBENHH","INCASH","PC_GDP","A","1988",8.66494176048901,
"CAN","SOCBENHH","INCASH","PC_GDP","A","1989",8.6225149982355,
"CAN","SOCBENHH","INCASH","PC_GDP","A","1990",9.339310798978,
"CAN","SOCBENHH","INCASH","PC_GDP","A","1991",10.6900664459875,
"CAN","SOCBENHH","INCASH","PC_GDP","A","1992",11.5731951071494,
"CAN","SOCBENHH","INCASH","PC_GDP","A","1993",11.9077100598766,
"CAN","SOCBENHH","INCASH","PC_GDP","A","1994",11.2473673311683,
"CAN","SOCBENHH","INCASH","PC_GDP","A","1995",10.6186592209672,
"CAN","SOCBENHH","INCASH","PC_GDP","A","1996",10.2930333064289,
"CAN","SOCBENHH","INCASH","PC_GDP","A","1997",9.75393802801993,
"CAN","SOCBENHH","INCASH","PC_GDP","A","1998",9.65798662056588,
"CAN","SOCBENHH","INCASH","PC_GDP","A","1999",9.18727249096413,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2000",8.66825004904748,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2001",8.95685002660451,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2002",8.80083170393753,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2003",8.64070605468672,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2004",8.41673959801786,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2005",8.22726665212896,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2006",8.44091022073975,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2007",8.51044679433668,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2008",8.61577957334791,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2009",9.78487068949059,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2010",9.70062087046712,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2011",9.26038139570015,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2012",9.17293718643981,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2013",9.21441852714185,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2014",8.96256349948719,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2015",9.6284190287479,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2016",9.97770959277426,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2017",9.98598083471259,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2018",9.91297930155322,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2019",10.0174492762894,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2020",15.688101585704,
"CAN","SOCBENHH","INCASH","PC_GDP","A","2021",12.4736513684553,
"CZE","SOCBENHH","INCASH","PC_GDP","A","1995",10.714048559612,
"CZE","SOCBENHH","INCASH","PC_GDP","A","1996",10.9629329973131,
"CZE","SOCBENHH","INCASH","PC_GDP","A","1997",11.5058974421417,
"CZE","SOCBENHH","INCASH","PC_GDP","A","1998",11.5563491827968,
"CZE","SOCBENHH","INCASH","PC_GDP","A","1999",12.0475387519568,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2000",12.2798621625461,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2001",12.0719189368802,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2002",12.3606549579299,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2003",12.2311624210364,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2004",11.6697903064003,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2005",11.7028208842157,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2006",11.8462219485732,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2007",12.0957639175517,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2008",12.1882528704927,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2009",13.302008942119,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2010",13.4104040452106,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2011",13.4303943827214,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2012",13.5586434728847,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2013",13.622875868583,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2014",13.2481592428124,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2015",12.7670646593641,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2016",12.6219518423773,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2017",12.2094967404935,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2018",12.1628916893576,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2019",12.2355217941887,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2020",14.3745869555279,
"CZE","SOCBENHH","INCASH","PC_GDP","A","2021",14.0668163216597,
"DNK","SOCBENHH","INCASH","PC_GDP","A","1995",19.4797297277806,
"DNK","SOCBENHH","INCASH","PC_GDP","A","1996",18.8900299189902,
"DNK","SOCBENHH","INCASH","PC_GDP","A","1997",17.9765043805394,
"DNK","SOCBENHH","INCASH","PC_GDP","A","1998",17.4334881175878,
"DNK","SOCBENHH","INCASH","PC_GDP","A","1999",16.885581695398,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2000",16.2698114643823,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2001",16.3582727807541,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2002",16.4878236557575,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2003",17.1714485522212,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2004",16.8613456471754,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2005",16.2107544869127,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2006",15.2408051342559,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2007",14.8196047453321,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2008",14.6412103939708,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2009",16.5801610012523,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2010",17.136098789958,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2011",17.249336804909,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2012",17.3075783581627,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2013",17.4121365430522,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2014",17.2438944536144,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2015",16.9951109943843,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2016",16.5272626335305,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2017",16.1070425214258,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2018",15.8098092159988,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2019",15.8010876919626,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2020",16.600231981116,
"DNK","SOCBENHH","INCASH","PC_GDP","A","2021",15.4934690683537,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1975",9.19674506001273,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1976",10.1405868258442,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1977",11.4126822093778,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1978",11.7694425629296,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1979",11.081668031452,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1980",10.7317942775648,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1981",10.9675046628313,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1982",11.9314066771021,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1983",12.7282626905679,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1984",12.8600823045267,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1985",13.5960168254786,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1986",13.9521158662052,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1987",14.1694725028058,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1988",13.4718402565072,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1989",13.1247744233971,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1990",14.3702107542959,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1991",17.9472721205077,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1992",21.6531810997617,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1993",23.1156951509777,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1994",22.9776636657153,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1995",21.3010786512293,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1996",20.6782716025195,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1997",19.08092449033,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1998",17.6262098046051,
"FIN","SOCBENHH","INCASH","PC_GDP","A","1999",17.0451322134325,
"FIN","SOCBENHH","INCASH","PC_GDP","A","2000",15.6403453482066,
"FIN","SOCBENHH","INCASH","PC_GDP","A","2001",15.2619133224549,
"FIN","SOCBENHH","INCASH","PC_GDP","A","2002",15.7651226378244,
"FIN","SOCBENHH","INCASH","PC_GDP","A","2003",16.0330545835557,
"FIN","SOCBENHH","INCASH","PC_GDP","A","2004",15.868176721803,
"FIN","SOCBENHH","INCASH","PC_GDP","A","2005",15.7201236284588,
"FIN","SOCBENHH","INCASH","PC_GDP","A","2006",15.303909263897,
"FIN","SOCBENHH","INCASH","PC_GDP","A","2007",14.4757098871023,
"FIN","SOCBENHH","INCASH","PC_GDP","A","2008",14.6300157002033,
"FIN","SOCBENHH","INCASH","PC_GDP","A","2009",17.1821268026432,
"FIN","SOCBENHH","INCASH","PC_GDP","A","2010",17.3681720818739,
"FIN","SOCBENHH","INCASH","PC_GDP","A","2011",17.1092637299367,
"FIN","SOCBENHH","INCASH","PC_GDP","A","2012",17.9454528270915,
"FIN","SOCBENHH","INCASH","PC_GDP","A","2013",18.8145124583376,
"FIN","SOCBENHH","INCASH","PC_GDP","A","2014",19.4623411649275,
"FIN","SOCBENHH","INCASH","PC_GDP","A","2015",19.6612815478866,
"FIN","SOCBENHH","INCASH","PC_GDP","A","2016",19.4131060417988,
"FIN","SOCBENHH","INCASH","PC_GDP","A","2017",18.8368588738008,
"FIN","SOCBENHH","INCASH","PC_GDP","A","2018",18.4269816929522,
"FIN","SOCBENHH","INCASH","PC_GDP","A","2019",18.2474630823237,
"FIN","SOCBENHH","INCASH","PC_GDP","A","2020",19.5220931111839,
"FIN","SOCBENHH","INCASH","PC_GDP","A","2021",18.6223759541985,
"FRA","SOCBENHH","INCASH","PC_GDP","A","1978",14.741190138118,
"FRA","SOCBENHH","INCASH","PC_GDP","A","1979",14.7891815876045,
"FRA","SOCBENHH","INCASH","PC_GDP","A","1980",15.1096797042743,
"FRA","SOCBENHH","INCASH","PC_GDP","A","1981",15.9626263517554,
"FRA","SOCBENHH","INCASH","PC_GDP","A","1982",16.5644747597651,
"FRA","SOCBENHH","INCASH","PC_GDP","A","1983",16.7036119241459,
"FRA","SOCBENHH","INCASH","PC_GDP","A","1984",16.8917867700098,
"FRA","SOCBENHH","INCASH","PC_GDP","A","1985",17.1016076516882,
"FRA","SOCBENHH","INCASH","PC_GDP","A","1986",16.9183251575014,
"FRA","SOCBENHH","INCASH","PC_GDP","A","1987",16.6575738069564,
"FRA","SOCBENHH","INCASH","PC_GDP","A","1988",16.3735996498111,
"FRA","SOCBENHH","INCASH","PC_GDP","A","1989",16.0802951697938,
"FRA","SOCBENHH","INCASH","PC_GDP","A","1990",16.1786006496157,
"FRA","SOCBENHH","INCASH","PC_GDP","A","1991",16.6186836187432,
"FRA","SOCBENHH","INCASH","PC_GDP","A","1992",17.010158419711,
"FRA","SOCBENHH","INCASH","PC_GDP","A","1993",17.7845741118045,
"FRA","SOCBENHH","INCASH","PC_GDP","A","1994",17.7351345533013,
"FRA","SOCBENHH","INCASH","PC_GDP","A","1995",17.7094953265812,
"FRA","SOCBENHH","INCASH","PC_GDP","A","1996",17.7878342141366,
"FRA","SOCBENHH","INCASH","PC_GDP","A","1997",17.8662677321765,
"FRA","SOCBENHH","INCASH","PC_GDP","A","1998",17.4750128708125,
"FRA","SOCBENHH","INCASH","PC_GDP","A","1999",17.3240666124672,
"FRA","SOCBENHH","INCASH","PC_GDP","A","2000",16.7922033565875,
"FRA","SOCBENHH","INCASH","PC_GDP","A","2001",16.8745286698739,
"FRA","SOCBENHH","INCASH","PC_GDP","A","2002",17.1589635911676,
"FRA","SOCBENHH","INCASH","PC_GDP","A","2003",17.3871289399546,
"FRA","SOCBENHH","INCASH","PC_GDP","A","2004",17.4054397280781,
"FRA","SOCBENHH","INCASH","PC_GDP","A","2005",17.5468669039388,
"FRA","SOCBENHH","INCASH","PC_GDP","A","2006",17.5894177477923,
"FRA","SOCBENHH","INCASH","PC_GDP","A","2007",17.4792413565748,
"FRA","SOCBENHH","INCASH","PC_GDP","A","2008",17.6144109055501,
"FRA","SOCBENHH","INCASH","PC_GDP","A","2009",19.1771215158679,
"FRA","SOCBENHH","INCASH","PC_GDP","A","2010",19.1887992165546,
"FRA","SOCBENHH","INCASH","PC_GDP","A","2011",19.1561376993144,
"FRA","SOCBENHH","INCASH","PC_GDP","A","2012",19.5487465554451,
"FRA","SOCBENHH","INCASH","PC_GDP","A","2013",19.862515816963,
"FRA","SOCBENHH","INCASH","PC_GDP","A","2014",19.9586931594849,
"FRA","SOCBENHH","INCASH","PC_GDP","A","2015",19.8319529555611,
"FRA","SOCBENHH","INCASH","PC_GDP","A","2016",19.8226243874011,
"FRA","SOCBENHH","INCASH","PC_GDP","A","2017",19.5886197448941,
"FRA","SOCBENHH","INCASH","PC_GDP","A","2018",19.4380668436504,
"FRA","SOCBENHH","INCASH","PC_GDP","A","2019",19.4059816174284,
"FRA","SOCBENHH","INCASH","PC_GDP","A","2020",22.4480830515363,
"FRA","SOCBENHH","INCASH","PC_GDP","A","2021",20.3320844346168,
"DEU","SOCBENHH","INCASH","PC_GDP","A","1995",17.2306701643082,
"DEU","SOCBENHH","INCASH","PC_GDP","A","1996",17.9947745890974,
"DEU","SOCBENHH","INCASH","PC_GDP","A","1997",18.0319200469112,
"DEU","SOCBENHH","INCASH","PC_GDP","A","1998",17.7512137488706,
"DEU","SOCBENHH","INCASH","PC_GDP","A","1999",17.9906578359586,
"DEU","SOCBENHH","INCASH","PC_GDP","A","2000",17.5065075459084,
"DEU","SOCBENHH","INCASH","PC_GDP","A","2001",17.6300551428282,
"DEU","SOCBENHH","INCASH","PC_GDP","A","2002",18.1092024093316,
"DEU","SOCBENHH","INCASH","PC_GDP","A","2003",18.4955936280561,
"DEU","SOCBENHH","INCASH","PC_GDP","A","2004",18.1726128387815,
"DEU","SOCBENHH","INCASH","PC_GDP","A","2005",18.0326529185294,
"DEU","SOCBENHH","INCASH","PC_GDP","A","2006",17.1601791134889,
"DEU","SOCBENHH","INCASH","PC_GDP","A","2007",16.0943769878578,
"DEU","SOCBENHH","INCASH","PC_GDP","A","2008",15.9182246935979,
"DEU","SOCBENHH","INCASH","PC_GDP","A","2009",17.4498411517216,
"DEU","SOCBENHH","INCASH","PC_GDP","A","2010",16.7874356574637,
"DEU","SOCBENHH","INCASH","PC_GDP","A","2011",15.7519787938639,
"DEU","SOCBENHH","INCASH","PC_GDP","A","2012",15.6788486546146,
"DEU","SOCBENHH","INCASH","PC_GDP","A","2013",15.61260604336,
"DEU","SOCBENHH","INCASH","PC_GDP","A","2014",15.4233235295122,
"DEU","SOCBENHH","INCASH","PC_GDP","A","2015",15.5199624609243,
"DEU","SOCBENHH","INCASH","PC_GDP","A","2016",15.5310807275883,
"DEU","SOCBENHH","INCASH","PC_GDP","A","2017",15.5147896032028,
"DEU","SOCBENHH","INCASH","PC_GDP","A","2018",15.4953423762053,
"DEU","SOCBENHH","INCASH","PC_GDP","A","2019",15.7976368023125,
"DEU","SOCBENHH","INCASH","PC_GDP","A","2020",17.6183918036782,
"DEU","SOCBENHH","INCASH","PC_GDP","A","2021",16.9623099882002,
"GRC","SOCBENHH","INCASH","PC_GDP","A","1995",11.0064513586427,
"GRC","SOCBENHH","INCASH","PC_GDP","A","1996",11.0310270514868,
"GRC","SOCBENHH","INCASH","PC_GDP","A","1997",10.9787813845805,
"GRC","SOCBENHH","INCASH","PC_GDP","A","1998",11.3609371012589,
"GRC","SOCBENHH","INCASH","PC_GDP","A","1999",11.6803561944257,
"GRC","SOCBENHH","INCASH","PC_GDP","A","2000",12.3011221656281,
"GRC","SOCBENHH","INCASH","PC_GDP","A","2001",12.6122057968252,
"GRC","SOCBENHH","INCASH","PC_GDP","A","2002",12.5981302565017,
"GRC","SOCBENHH","INCASH","PC_GDP","A","2003",13.1108867510256,
"GRC","SOCBENHH","INCASH","PC_GDP","A","2004",12.8208421721074,
"GRC","SOCBENHH","INCASH","PC_GDP","A","2005",13.5965095718034,
"GRC","SOCBENHH","INCASH","PC_GDP","A","2006",13.9707981784722,
"GRC","SOCBENHH","INCASH","PC_GDP","A","2007",14.5594272786609,
"GRC","SOCBENHH","INCASH","PC_GDP","A","2008",16.0225370994695,
"GRC","SOCBENHH","INCASH","PC_GDP","A","2009",17.5065330577287,
"GRC","SOCBENHH","INCASH","PC_GDP","A","2010",17.8981253380312,
"GRC","SOCBENHH","INCASH","PC_GDP","A","2011",19.8673717507762,
"GRC","SOCBENHH","INCASH","PC_GDP","A","2012",20.6167683516909,
"GRC","SOCBENHH","INCASH","PC_GDP","A","2013",19.0711385825244,
"GRC","SOCBENHH","INCASH","PC_GDP","A","2014",19.8379582645163,
"GRC","SOCBENHH","INCASH","PC_GDP","A","2015",19.8878627027772,
"GRC","SOCBENHH","INCASH","PC_GDP","A","2016",20.1393528843292,
"GRC","SOCBENHH","INCASH","PC_GDP","A","2017",19.4399903012924,
"GRC","SOCBENHH","INCASH","PC_GDP","A","2018",19.1916039737421,
"GRC","SOCBENHH","INCASH","PC_GDP","A","2019",18.8817934670874,
"GRC","SOCBENHH","INCASH","PC_GDP","A","2020",20.7676970541757,
"GRC","SOCBENHH","INCASH","PC_GDP","A","2021",19.6378573258657,
"HUN","SOCBENHH","INCASH","PC_GDP","A","1995",14.8540825013968,
"HUN","SOCBENHH","INCASH","PC_GDP","A","1996",13.2235982592714,
"HUN","SOCBENHH","INCASH","PC_GDP","A","1997",12.3862761699507,
"HUN","SOCBENHH","INCASH","PC_GDP","A","1998",12.8738143286611,
"HUN","SOCBENHH","INCASH","PC_GDP","A","1999",13.0457019031332,
"HUN","SOCBENHH","INCASH","PC_GDP","A","2000",12.5862462860397,
"HUN","SOCBENHH","INCASH","PC_GDP","A","2001",12.4186717060531,
"HUN","SOCBENHH","INCASH","PC_GDP","A","2002",13.0860643073917,
"HUN","SOCBENHH","INCASH","PC_GDP","A","2003",13.6542054262279,
"HUN","SOCBENHH","INCASH","PC_GDP","A","2004",13.6631877722369,
"HUN","SOCBENHH","INCASH","PC_GDP","A","2005",14.177950079677,
"HUN","SOCBENHH","INCASH","PC_GDP","A","2006",14.600050465367,
